RANK,COMPANY NAME,GROWTH,EMPLOYEES,STATE, REVENUE ,FOUNDED,INDUSTRY
2835,World Wide Land Transfer,145,33,PA,7.3 MM,2005,Real Estate
2864,SermonView,144,14,WA,2.0 MM,2005,Advertising & Marketing
2887,DZone,142,50,NC,10.3 MM,2005,Software
2919,Total Server Solutions,140,75,GA,14.4 MM,2005,IT Management
2943,ACM Specialty Contracting,139,30,MT,5.8 MM,2005,Environmental Services
2952,PM Pediatrics,138,736,NY,63.1 MM,2005,Health
2967,Viva Railings,137,64,TX,20.9 MM,2005,Construction
2983,Hernandez Consulting,136,60,LA,43.9 MM,2005,Government Services
2998,Avionte,135,151,MN,22.4 MM,2005,Human Resources
3037,Keeping Current Matters,133,19,NY,3.4 MM,2005,Business Products & Services
3046,NORCAL Ambulance,132,438,CA,26.4 MM,2005,Health
3047,Scott Brown Media Group,132,42,NC,7.2 MM,2005,Advertising & Marketing
3066,Prodege,131,202,CA,145.1 MM,2005,Advertising & Marketing
3087,Hansen Lighting,129,22,UT,6.0 MM,2005,Retail
3099,Aladtec,128,38,WI,5.7 MM,2005,Software
3133,D&L Transport,126,20,KS,91.7 MM,2005,Logistics & Transportation
3160,Mosquito Squad,125,85,VA,51.7 MM,2005,Consumer Products & Services
3183,Fusion Applied,124,9,VA,3.4 MM,2005,IT System Development
3250,Tapestry Technologies,121,95,PA,22.1 MM,2005,Security
3269,OVM FINANCIAL,120,187,VA,31.8 MM,2005,Financial Services
3276,OGSystems,120,316,VA,97.5 MM,2005,Government Services
3280,Inscio,119,17,TX,2.7 MM,2005,Business Products & Services
3298,GeBBS Healthcare Solutions,118,5000,CA,49.3 MM,2005,Health
3307,Outer Banks Blue,118,36,NC,9.9 MM,2005,Travel & Hospitality
3309,Nayamode,118,55,WA,13.5 MM,2005,Advertising & Marketing
3355,1Point21 Interactive,115,44,CA,10.3 MM,2005,Advertising & Marketing
3377,The Shark Group,114,50,NY,7.9 MM,2005,Advertising & Marketing
3398,ReferralExchange,113,161,CA,27.2 MM,2005,Real Estate
3418,Scicom Infrastructure Services,112,34,GA,11.0 MM,2005,IT Management
3419,Platinum Realty,112,17,KS,25.3 MM,2005,Real Estate
3482,TWISTED X,109,31,TX,60.8 MM,2005,Consumer Products & Services
3509,McKay Advertising + Activation,107,8,FL,2.0 MM,2005,Advertising & Marketing
3537,Cooper's Hawk Winery & Restaurants,106,4155,IL,241.8 MM,2005,Food & Beverage
3541,JDC Group,106,121,GA,35.4 MM,2005,Business Products & Services
3559,Madison Logic,106,90,NY,54.2 MM,2005,Advertising & Marketing
3578,Mobile Advance,105,10,CA,19.2 MM,2005,Computer Hardware
3583,Vizzia Technologies,104,22,NM,2.0 MM,2005,Health
3585,Metro Systems,104,315,VA,33.1 MM,2005,Human Resources
3628,Frankel Media Group,103,27,FL,5.8 MM,2005,Advertising & Marketing
3637,Prestige Healthcare Resources,102,4,FL,2.8 MM,2005,Health
3659,FastSpring,101,61,CA,25.5 MM,2005,Software
3674,Consolidated Asset Recovery Systems,101,76,NC,45.7 MM,2005,Software
3679,Erus Energy,100,154,AZ,25.7 MM,2005,Energy
3683,Leading Edge Aviation,100,69,OR,16.3 MM,2005,Education
3702,Lamacchia Realty,100,22,MA,9.1 MM,2005,Real Estate
3716,Logojet USA,99,24,LA,6.0 MM,2005,Manufacturing
3771,CapGrow Partners,97,11,IL,6.7 MM,2005,Real Estate
3786,WDS Construction,96,58,WI,134.5 MM,2005,Construction
3792,Pinnacle Mountain Homes,96,42,,24.4 MM,2005,Construction
3813,Team Velocity Marketing,95,264,VA,106.9 MM,2005,Advertising & Marketing
3821,Integrated Payroll Services,95,38,MO,7.8 MM,2005,Financial Services
3828,Wet Sounds,95,38,TX,27.0 MM,2005,Consumer Products & Services
3838,Law Offices of Anidjar & Levine,94,75,FL,20.4 MM,2005,Consumer Products & Services
3880,UpSellit.com,92,32,CA,6.1 MM,2005,Business Products & Services
3890,Business Management Associates,92,75,VA,7.5 MM,2005,Government Services
3897,CPT Network Solutions,91,72,IL,26.0 MM,2005,IT Management
3926,SoftClouds,91,89,CA,7.6 MM,2005,IT Management
3929,Prosperity Organic Foods,90,7,ID,2.8 MM,2005,Food & Beverage
3935,Dance With Me,90,100,NJ,10.5 MM,2005,Education
3962,G5,90,250,OR,50.6 MM,2005,Advertising & Marketing
4019,Sun Title Agency,88,78,MI,9.0 MM,2005,Real Estate
4026,The James Agency,87,30,AZ,3.9 MM,2005,Advertising & Marketing
4050,OceanTech,87,50,MN,5.5 MM,2005,Computer Hardware
4062,Oxagile,86,271,NY,10.0 MM,2005,Software
4063,Mac electric,86,45,CA,13.2 MM,2005,Energy
4069,Bridgewater Bancshares,86,0,MN,52.5 MM,2005,Financial Services
4116,Dietitians On Demand,84,12,VA,6.0 MM,2005,Health
4148,97th Floor,83,70,UT,6.5 MM,2005,Advertising & Marketing
4155,Marathon Health,83,541,VT,69.7 MM,2005,Health
4190,Urban Betty,82,41,TX,2.6 MM,2005,Retail
4219,Bear Staffing Services,81,26,FL,19.4 MM,2005,Human Resources
4232,RSDCGROUP,80,36,VA,6.6 MM,2005,Government Services
4237,Vericon Construction Company,80,141,NJ,116.6 MM,2005,Construction
4266,Striker Concepts / Risk Racing,79,7,NC,3.7 MM,2005,Consumer Products & Services
4295,Zicom,78,12,FL,11.6 MM,2005,Retail
4306,Mainstream Heating & Cooling,78,44,TN,8.0 MM,2005,Construction
4398,IronEdge Group,75,38,TX,6.5 MM,2005,IT Management
4419,Uptime Legal Systems,75,23,MN,6.1 MM,2005,IT Management
4494,Millennium Circuits Limited,73,11,PA,8.6 MM,2005,Manufacturing
4502,Elevation Sports,73,9,IN,3.6 MM,2005,Retail
4528,Ohio Real Title Agency,72,91,OH,12.4 MM,2005,Real Estate
4560,TAYSE INTERNATIONAL TRADING,71,48,GA,17.4 MM,2005,Consumer Products & Services
4565,Synergy Consortium Services,71,4,WI,28.2 MM,2005,IT System Development
4573,iD Additives,71,6,IL,8.6 MM,2005,Manufacturing
4593,The FaverGray Company,70,52,FL,146.8 MM,2005,Construction
4612,RL National Roofing Partners,69,31,TX,44.6 MM,2005,Construction
4638,Dennis Corporation,68,51,SC,5.8 MM,2005,Engineering
4662,APS Marketing Group,68,7,NY,2.1 MM,2005,Advertising & Marketing
4665,United Capital,68,638,CA,179.7 MM,2005,Financial Services
4675,CTI,67,15,FL,3.5 MM,2005,Health
4686,Rauen,67,30,IA,3.3 MM,2005,Consumer Products & Services
4694,EDG,66,24,NY,3.6 MM,2005,Engineering
4722,Imaginal Marketing Group,66,39,LA,3.5 MM,2005,Advertising & Marketing
4736,Clickstop,65,158,IA,34.5 MM,2005,Consumer Products & Services
4740,Indian Eyes,65,103,WA,28.6 MM,2005,Government Services
4744,Remedy Roofing,65,60,TX,20.7 MM,2005,Construction
4749,"Earl's Plumbing, Heating and Air",65,67,TX,9.4 MM,2005,Construction
4763,Profit Advisory Group,64,10,NC,2.1 MM,2005,Telecommunications
4762,Cyberian Technologies,64,29,IN,4.7 MM,2005,IT Management
4765,Alura Business Solutions,64,12,PA,3.5 MM,2005,IT Management
4783,Little Otter Swim School,64,60,NC,3.1 MM,2005,Education
4785,Magnolia Physical Therapy,64,76,LA,3.6 MM,2005,Health
4811,Alliant National Title Insurance Company,63,80,CO,123.7 MM,2005,Insurance
4826,Compworldwide,62,70,NJ,5.7 MM,2005,IT Management
4829,Proficient Learning,62,34,NC,3.4 MM,2005,Education
4866,Knowledge Builders,61,85,NY,25.1 MM,2005,IT Management
4871,Joseph Bernard,61,9,OR,2.2 MM,2005,Real Estate
4870,Trideum,61,165,AL,22.7 MM,2005,Government Services
4881,PCG Companies,61,45,NJ,5.7 MM,2005,Advertising & Marketing
4906,idfive,60,40,MD,7.7 MM,2005,Advertising & Marketing
4929,Knight Point Systems,60,390,VA,150.6 MM,2005,IT Management
4931,c3/consulting,59,120,TN,29.4 MM,2005,Business Products & Services
4969,Ligris.,58,45,MA,8.8 MM,2005,Consumer Products & Services
4971,Pacific Western Painting,58,52,CA,4.5 MM,2005,Construction
4988,Nina Hale,58,66,MN,9.5 MM,2005,Advertising & Marketing
162,Courier Distribution Systems,"2,637",968,GA,41.7 MM,2006,Logistics & Transportation
233,Axzon,"2,040",20,TX,4.4 MM,2006,IT System Development
234,Interactive Government Holdings,"2,032",110,VA,8.7 MM,2006,Government Services
333,"Haga Kommer,","1,482",45,ND,3.6 MM,2006,Financial Services
590,Inflection,849,133,CA,12.9 MM,2006,Software
632,Reduce,796,15,GA,30.3 MM,2006,Consumer Products & Services
679,Amerisleep,738,25,AZ,67.1 MM,2006,Retail
747,Fusion,674,15,NJ,5.0 MM,2006,Government Services
864,ShipSound,581,3,DE,4.2 MM,2006,Retail
891,Savan Group,561,58,VA,8.0 MM,2006,Government Services
925,Kerberos International,535,36,TX,4.6 MM,2006,Government Services
954,Campman,519,4,UT,2.1 MM,2006,Retail
1005,PoliteMail Software,490,21,NH,3.6 MM,2006,Software
1041,ICONA Resorts,473,450,NJ,22.5 MM,2006,Travel & Hospitality
1062,Alliance Family of Companies,464,418,TX,74.6 MM,2006,Health
1068,ParkWhiz,461,98,IL,11.1 MM,2006,Logistics & Transportation
1076,Best Home Healthcare Network,460,38,IL,10.8 MM,2006,Health
1078,Housing Trust Group,459,81,FL,13.1 MM,2006,Real Estate
1125,Enhanced Veterans Solutions,439,53,VA,9.8 MM,2006,Government Services
1135,Atlas Executive Consulting,435,91,SC,12.7 MM,2006,Business Products & Services
1154,Goldfish Swim School Franchising,425,27,MI,7.0 MM,2006,Education
1162,Rite Software,421,48,TX,7.3 MM,2006,IT System Development
1165,IT Authorities,419,150,FL,20.6 MM,2006,IT Management
1186,Rowboat Creative,408,42,IL,2.4 MM,2006,Manufacturing
1209,Exacter,400,14,OH,4.1 MM,2006,Software
1247,GCE Solutions,389,55,IL,22.9 MM,2006,Health
1267,JWB Real Estate Capital,382,55,FL,112.3 MM,2006,Real Estate
1290,pH7 architects,371,17,OH,4.8 MM,2006,Engineering
1306,Homespire Mortgage,366,125,MD,29.1 MM,2006,Financial Services
1337,Peachtree Tents & Events,359,265,TN,27.0 MM,2006,Business Products & Services
1362,Conga,347,361,CO,53.0 MM,2006,IT System Development
1383,IDS International Government Services,342,687,VA,42.5 MM,2006,Government Services
1393,Golden Gate BPO Solutions,340,11,FL,22.0 MM,2006,Business Products & Services
1428,Nationwide IT Services,328,102,VA,16.3 MM,2006,IT Management
1437,Arch Systems,325,60,MD,16.4 MM,2006,Government Services
1448,Enchanted Rock,323,65,TX,74.1 MM,2006,Energy
1480,"2:20 Marketing Group, LLC/Xurli",317,35,UT,4.3 MM,2006,Advertising & Marketing
1525,AOK RVs,309,15,MO,11.8 MM,2006,Retail
1526,TACG,309,135,OH,24.9 MM,2006,Government Services
1587,Cira Infotech,294,75,GA,9.1 MM,2006,IT Management
1622,Done Right Merchandising,286,175,NC,6.3 MM,2006,Retail
1637,Aggressive,282,4,NJ,5.8 MM,2006,Media
1674,Optimum RV,274,60,FL,34.6 MM,2006,Retail
1685,FormAssembly,273,21,IN,5.3 MM,2006,Software
1706,Netrush,268,193,WA,122.1 MM,2006,Retail
1800,KENTECH,250,35,IL,4.3 MM,2006,Security
1802,ValidaTek,250,222,VA,43.9 MM,2006,IT System Development
1821,RapidVisa,248,15,NV,5.5 MM,2006,Consumer Products & Services
1823,360 Painting,247,18,VA,11.5 MM,2006,Construction
1825,symplr,247,224,TX,54.8 MM,2006,Health
1827,MSB Analytics,246,65,AL,9.0 MM,2006,Government Services
1832,vTech Solution,245,153,DC,10.0 MM,2006,Government Services
1859,Gold Coast IT Solutions,242,145,VA,9.1 MM,2006,IT System Development
1873,Patriot Pool and Spa,240,26,TX,2.5 MM,2006,Consumer Products & Services
1902,North American Payment Solutions,236,45,AZ,9.7 MM,2006,Financial Services
1918,Fashionphile,233,84,CA,62.5 MM,2006,Retail
1923,Ampirical Solutions,233,166,LA,63.6 MM,2006,Engineering
1926,Compassus,233,3743,TN,522.9 MM,2006,Health
1945,HealthMark Group,231,43,TX,5.8 MM,2006,Health
1959,Computer Overhauls,228,10,NY,4.4 MM,2006,Consumer Products & Services
1962,Martin's Bar-B-Que Joint,228,400,TN,25.0 MM,2006,Food & Beverage
1999,Logical Media Group,224,33,IL,4.2 MM,2006,Advertising & Marketing
2067,Climate Pros,216,337,IL,94.4 MM,2006,Construction
2089,Johnson Construction Company,213,12,OH,3.3 MM,2006,Construction
2099,Designtechnica,212,105,OR,30.8 MM,2006,Media
2102,Broadvoice,211,162,CA,52.0 MM,2006,Telecommunications
2144,Procentrix,207,96,VA,30.0 MM,2006,IT System Development
2154,Endurance,206,515,IL,318.1 MM,2006,Consumer Products & Services
2164,REPAY,205,85,GA,94.0 MM,2006,Financial Services
2250,Global Energy Services,196,122,MD,27.4 MM,2006,Energy
2254,Law Offices of Paul P. Cheng,195,10,CA,2.7 MM,2006,Business Products & Services
2284,Service Direct,192,18,TX,5.1 MM,2006,Advertising & Marketing
2322,PageFreezer Software,188,26,WA,4.5 MM,2006,Software
2347,K3 Solutions,185,27,VA,2.5 MM,2006,IT System Development
2376,Burgos Group,183,120,NM,22.6 MM,2006,Government Services
2382,Aces Dental,182,55,NV,3.2 MM,2006,Health
2383,Qiigo,182,56,GA,6.1 MM,2006,Advertising & Marketing
2447,Mad Fish Digital,176,17,OR,2.4 MM,2006,Advertising & Marketing
2461,Pro-Sphere Tek,176,290,VA,60.4 MM,2006,Government Services
2484,Pendant Automation,174,9,MD,2.2 MM,2006,Engineering
2499,EBQuickstart,172,178,TX,12.8 MM,2006,Business Products & Services
2505,Formstack,171,127,IN,13.1 MM,2006,Software
2511,Champion Healthcare Technologies,170,35,IL,5.5 MM,2006,Health
2531,Royal Vending,169,11,OR,2.4 MM,2006,Food & Beverage
2534,Bilt Rite Scaffold,169,80,TX,6.8 MM,2006,Construction
2595,Mazzarino Construction & Development,164,10,TX,25.1 MM,2006,Construction
2668,"Criteria (Los Angeles, CA)",157,58,CA,6.8 MM,2006,Software
2671,Z Transportation,157,126,NJ,18.2 MM,2006,Logistics & Transportation
2731,Ceremity,152,14,TX,3.5 MM,2006,IT System Development
2733,GP Transco,152,99,IL,58.5 MM,2006,Logistics & Transportation
2743,The Junkluggers,152,64,CT,10.2 MM,2006,Environmental Services
2750,Accelerated Claims,151,230,GA,19.8 MM,2006,Financial Services
2768,Contract Solutions,149,40,VA,3.9 MM,2006,Government Services
2769,GDS Link,149,98,TX,11.7 MM,2006,Business Products & Services
2772,B-Unlimited,149,85,AR,7.9 MM,2006,Advertising & Marketing
2797,Texas Utility Engineering,147,140,TX,16.0 MM,2006,Engineering
2805,Image Business Interiors,147,20,VA,17.7 MM,2006,Business Products & Services
2811,Worcester Companies,147,135,MO,20.5 MM,2006,Real Estate
2825,Wyatt Aerospace,146,13,AZ,6.8 MM,2006,Logistics & Transportation
2855,Element Three,144,71,IN,10.0 MM,2006,Advertising & Marketing
2860,Venturi,144,144,AL,34.3 MM,2006,Government Services
2873,Netwrix,143,311,CA,24.0 MM,2006,Software
2913,Blue Coast Savings Consultants,140,650,FL,5.2 MM,2006,Business Products & Services
2922,3-GIS,140,69,AL,11.4 MM,2006,Engineering
2934,Charles IT,139,20,CT,5.0 MM,2006,IT Management
2962,Metro Stars Gymnastics,137,95,NE,3.2 MM,2006,Education
2978,Chair 10 Marketing,136,21,WA,2.1 MM,2006,Advertising & Marketing
2992,WebpageFX,135,155,PA,19.0 MM,2006,Advertising & Marketing
2993,SuperSeal Insulation,135,27,NY,5.0 MM,2006,Construction
3016,BEYOND20,134,25,AZ,4.8 MM,2006,IT Management
3081,MODA LIGHT,130,30,NV,11.8 MM,2006,Manufacturing
3100,Bernard Health,128,73,TN,6.4 MM,2006,Human Resources
3108,MedStream Anesthesia,128,81,NC,88.4 MM,2006,Health
3109,Prop & Peller,128,12,NV,10.0 MM,2006,Food & Beverage
3153,BODY DETAILS,125,50,FL,7.8 MM,2006,Retail
3210,PURE Group of Insurance Companies,122,600,NY,781.3 MM,2006,Insurance
3251,SoftPath Technologies,121,121,MI,9.0 MM,2006,IT Management
3255,Proozy,121,79,MN,20.0 MM,2006,Retail
3284,Dakota Funds Group,119,13,PA,10.4 MM,2006,Financial Services
3289,Austin Capital Bank,119,17,TX,7.0 MM,2006,Financial Services
3293,Hunter SuperTechs,119,51,OK,7.0 MM,2006,Construction
3320,infojini,117,55,MD,16.3 MM,2006,IT System Development
3331,The Cydio Group,117,115,CA,16.0 MM,2006,IT Management
3340,TruePoint Communications,116,26,TX,2.3 MM,2006,Advertising & Marketing
3379,Vantage Point,114,42,WI,46.1 MM,2006,Computer Hardware
3412,B2B Staffing Services,112,687,CA,13.4 MM,2006,Human Resources
3444,First GREEN Bank,111,106,FL,29.8 MM,2006,Financial Services
3465,Side By Side Stuff,109,29,MO,14.2 MM,2006,Retail
3487,Atlas Professional Services,108,28,FL,6.8 MM,2006,IT Management
3489,The Denzel Group,108,9,PA,3.4 MM,2006,Business Products & Services
3582,Ob Hospitalist Group,105,814,SC,198.5 MM,2006,Health
3604,Asurint,103,286,OH,40.7 MM,2006,Business Products & Services
3618,Benchmark Realty,103,886,TN,59.5 MM,2006,Real Estate
3619,Lead to Conversion,103,12,OH,2.0 MM,2006,Advertising & Marketing
3662,Antenna,101,95,MN,10.7 MM,2006,Advertising & Marketing
3666,Vivayic,101,23,NE,3.9 MM,2006,Business Products & Services
3693,"BizMark, CT",100,12,CT,2.3 MM,2006,Advertising & Marketing
3701,Environmentallights.com,100,52,CA,29.7 MM,2006,Retail
3754,ULTIMOVALUE.COM,98,47,CA,28.1 MM,2006,Consumer Products & Services
3778,Pure Adapt,96,10,NY,4.3 MM,2006,Retail
3782,Goldco,96,65,CA,56.1 MM,2006,Financial Services
3848,Tiempo Development,94,340,AZ,16.1 MM,2006,Software
3870,MyJobHelper.com,92,13,NY,10.0 MM,2006,Business Products & Services
3938,Radiance Medspa,90,15,FL,4.0 MM,2006,Health
3988,Saturn Tech,89,108,MI,6.4 MM,2006,IT System Development
3994,Ascendo Resources,89,110,FL,34.6 MM,2006,Human Resources
4005,Elements Massage,88,40,CO,16.3 MM,2006,Health
4030,OrangePeople,87,46,CA,13.3 MM,2006,IT System Development
4034,Arrowhead Environmental Services,87,28,VA,7.2 MM,2006,Environmental Services
4042,Berico Technologies,87,87,VA,21.0 MM,2006,Government Services
4044,Impact Makers,87,122,VA,21.7 MM,2006,IT Management
4064,Supply Solutions,86,24,CA,9.7 MM,2006,Business Products & Services
4066,Quality In Real Time,86,178,NY,18.3 MM,2006,Health
4079,eHealth Technologies,85,224,NY,19.4 MM,2006,Health
4092,iPic Entertainment,85,2300,FL,139.4 MM,2006,Travel & Hospitality
4105,ShedsForLessDirect.com,85,8,MO,12.9 MM,2006,Retail
4114,Municibid,84,4,PA,13.9 MM,2006,Government Services
4180,Full Visibility,82,47,VA,6.7 MM,2006,Government Services
4209,Engineered Solutions of GA,81,56,GA,9.1 MM,2006,Construction
4233,Nexsentio,80,185,CA,7.2 MM,2006,Business Products & Services
4240,Signature Closers,80,23,OH,6.3 MM,2006,Real Estate
4255,ON Partners,79,24,OH,19.0 MM,2006,Human Resources
4262,INTEX Millwork Solutions,79,62,NJ,14.6 MM,2006,Manufacturing
4273,Harwood Financial Group,79,13,FL,6.3 MM,2006,Financial Services
4277,Edgewood Clinical Services,79,70,IL,4.2 MM,2006,Health
4282,Consolidus,79,13,OH,4.3 MM,2006,Business Products & Services
4292,Parallel Path,78,19,CO,3.8 MM,2006,Advertising & Marketing
4305,ServicEngineBPO,78,679,NJ,7.6 MM,2006,Business Products & Services
4316,PinnacleART,77,591,TX,92.6 MM,2006,Engineering
4334,Altvia Solutions,77,27,CO,4.2 MM,2006,Software
4337,Spark Policy Institute,77,21,CO,2.7 MM,2006,Business Products & Services
4413,Morton,75,146,VA,11.4 MM,2006,IT Management
4474,Excel Services,73,150,KY,19.3 MM,2006,Construction
4475,milk + honey,73,350,TX,16.3 MM,2006,Consumer Products & Services
4525,"Marathon Consulting (Virginia Beach, VA)",72,79,VA,11.2 MM,2006,IT System Development
4542,Short Run Pro,71,16,NC,3.3 MM,2006,Manufacturing
4559,Pristine Pools,71,35,MI,2.5 MM,2006,Consumer Products & Services
4570,The Hype Agency,71,2275,NH,5.0 MM,2006,Advertising & Marketing
4591,Freedom Energy Logistics,70,21,NH,4.1 MM,2006,Energy
4610,Cipher Tech Solutions,69,38,NY,6.0 MM,2006,Government Services
4626,Palni,69,24,IL,2.9 MM,2006,IT System Development
4635,PipelineDeals,68,34,WA,5.9 MM,2006,Software
4646,Mediafly,68,55,IL,6.4 MM,2006,Software
4650,Path Interactive,68,46,NY,7.9 MM,2006,Advertising & Marketing
4667,INSIGHT2PROFIT,67,79,OH,18.7 MM,2006,Business Products & Services
4695,THE DAGIT GROUP,66,24,PA,22.8 MM,2006,Construction
4699,WTWH Media,66,50,OH,14.5 MM,2006,Media
4704,HS Solutions,66,49,DC,12.3 MM,2006,Telecommunications
4711,Grand Avenue Realty & Lending,66,375,CA,5.9 MM,2006,Real Estate
4718,Digital Marketing Services,66,42,AL,6.3 MM,2006,Advertising & Marketing
4724,Diablo Media,66,35,CO,31.3 MM,2006,Advertising & Marketing
4729,Morning Sun Financial Services,66,35,MN,73.2 MM,2006,Health
4738,CoreValue Services,65,350,NJ,12.9 MM,2006,Software
4745,Innovative Commercial Environments,65,17,CA,9.6 MM,2006,Business Products & Services
4754,Sky High Party Rentals,65,39,TX,2.2 MM,2006,Consumer Products & Services
4774,TriMark Digital,64,57,NC,18.8 MM,2006,Advertising & Marketing
4776,Universal E-Business Solutions,64,100,NJ,57.6 MM,2006,IT Management
4851,Local Search Masters,62,27,TN,3.7 MM,2006,Advertising & Marketing
4853,Private Prep,62,312,NY,9.9 MM,2006,Education
4865,Empyrean Benefit Solutions,61,635,TX,70.0 MM,2006,Human Resources
4883,Synergy Comp Insurance Company,61,32,PA,18.5 MM,2006,Insurance
